gTG	E_N2_num	E_N2_ana	E_N2_sf	E_N3_num	E_N3_ana	E_N3_sf
37.1	-3.38551	NaN	-3.38551	-3.33576	NaN	-2.76032
37.2	-3.38486	NaN	-3.38486	-3.33576	NaN	-2.7594
37.3	-3.38422	NaN	-3.38422	-3.33576	NaN	-2.75849
37.4	-3.38358	NaN	-3.38358	-3.33576	NaN	-2.75758
37.5	-3.38295	NaN	-3.38295	-3.33576	NaN	-2.75668
37.6	-3.38233	NaN	-3.38233	-3.33576	NaN	-2.75578
37.7	-3.38171	NaN	-3.38171	-3.33576	NaN	-2.75488
37.8	-3.3811	NaN	-3.3811	-3.33576	NaN	-2.75399
37.9	-3.3805	NaN	-3.3805	-3.33576	NaN	-2.7531
38	-3.3799	NaN	-3.3799	-3.33576	NaN	-2.75222
38.1	-3.3793	NaN	-3.3793	-3.33576	NaN	-2.75135
38.2	-3.37872	NaN	-3.37872	-3.33576	NaN	-2.75047
38.3	-3.37814	NaN	-3.37814	-3.33576	NaN	-2.74961
38.4	-3.37757	NaN	-3.37757	-3.33576	NaN	-2.74874
38.5	-3.37699	NaN	-3.37699	-3.33576	NaN	-2.74788
38.6	-3.37643	NaN	-3.37643	-3.33576	NaN	-2.74703
38.7	-3.37588	NaN	-3.37588	-3.33576	NaN	-2.74618
38.8	-3.37532	NaN	-3.37532	-3.33576	NaN	-2.74533
38.9	-3.37478	NaN	-3.37478	-3.33576	NaN	-2.74449
39	-3.37425	NaN	-3.37425	-3.33576	NaN	-2.74365
39.1	-3.37371	NaN	-3.37371	-3.33576	NaN	-2.74282
39.2	-3.37318	NaN	-3.37318	-3.33576	NaN	-2.74198
39.3	-3.37265	NaN	-3.37265	-3.33576	NaN	-2.74116
39.4	-3.37214	NaN	-3.37214	-3.33576	NaN	-2.74033
39.5	-3.37163	NaN	-3.37163	-3.33576	NaN	-2.73951
39.6	-3.37112	NaN	-3.37112	-3.33576	NaN	-2.7387
39.7	-3.37062	NaN	-3.37062	-3.33576	NaN	-2.73789
39.8	-3.37012	NaN	-3.37012	-3.33576	NaN	-2.73708
39.9	-3.36963	NaN	-3.36963	-3.33576	NaN	-2.73628
40	-3.36915	NaN	-3.36915	-3.33576	NaN	-2.73548
40.1	-3.36866	NaN	-3.36866	-3.33576	NaN	-2.73468
40.2	-3.36819	NaN	-3.36819	-3.33576	NaN	-2.73389
40.3	-3.36771	NaN	-3.36771	-3.33576	NaN	-2.7331
40.4	-3.36724	NaN	-3.36724	-3.33576	NaN	-2.73231
40.5	-3.36678	NaN	-3.36678	-3.33576	NaN	-2.73153
40.6	-3.36633	NaN	-3.36633	-3.33576	NaN	-2.73075
40.7	-3.36588	NaN	-3.36588	-3.33576	NaN	-2.72997
40.8	-3.36543	NaN	-3.36543	-3.33576	NaN	-2.7292
40.9	-3.36498	NaN	-3.36498	-3.33576	NaN	-2.72843
41	-3.36454	NaN	-3.36454	-3.33576	NaN	-2.72767
41.1	-3.36412	NaN	-3.36412	-3.33576	NaN	-2.7269
41.2	-3.36368	NaN	-3.36368	-3.33576	NaN	-2.72615
41.3	-3.36326	NaN	-3.36326	-3.33576	NaN	-2.72539
41.4	-3.36284	NaN	-3.36284	-3.33576	NaN	-2.72464
41.5	-3.36242	NaN	-3.36242	-3.33576	NaN	-2.72389
41.6	-3.36201	NaN	-3.36201	-3.33576	NaN	-2.72314
41.7	-3.3616	NaN	-3.3616	-3.33576	NaN	-2.7224
41.8	-3.36119	NaN	-3.36119	-3.33576	NaN	-2.72165
41.9	-3.36079	NaN	-3.36079	-3.33576	NaN	-2.72091
42	-3.3604	NaN	-3.3604	-3.33576	NaN	-2.72018
42.1	-3.36	NaN	-3.36	-3.33576	NaN	-2.71945
42.2	-3.35962	NaN	-3.35962	-3.33576	NaN	-2.71872
42.3	-3.35923	NaN	-3.35923	-3.33576	NaN	-2.71799
42.4	-3.35885	NaN	-3.35885	-3.33576	NaN	-2.71727
42.5	-3.35847	NaN	-3.35847	-3.33576	NaN	-2.71655
42.6	-3.35811	NaN	-3.35811	-3.33576	NaN	-2.71583
42.7	-3.35773	NaN	-3.35773	-3.33576	NaN	-2.71512
42.8	-3.35737	NaN	-3.35737	-3.33576	NaN	-2.71441
42.9	-3.35701	NaN	-3.35701	-3.33576	NaN	-2.7137
43	-3.35665	NaN	-3.35665	-3.33576	NaN	-2.71299
43.1	-3.3563	NaN	-3.3563	-3.33576	NaN	-2.71229
43.2	-3.35595	NaN	-3.35595	-3.33576	NaN	-2.71158
43.3	-3.3556	NaN	-3.3556	-3.33576	NaN	-2.71089
43.4	-3.35526	NaN	-3.35526	-3.33576	NaN	-2.71019
43.5	-3.35492	NaN	-3.35492	-3.33576	NaN	-2.7095
43.6	-3.35459	NaN	-3.35459	-3.33576	NaN	-2.70881
43.7	-3.35425	NaN	-3.35425	-3.33576	NaN	-2.70812
43.8	-3.35392	NaN	-3.35392	-3.33576	NaN	-2.70743
43.9	-3.35359	NaN	-3.35359	-3.33576	NaN	-2.70675
44	-3.35327	NaN	-3.35327	-3.33576	NaN	-2.70607
44.1	-3.35295	NaN	-3.35295	-3.33576	NaN	-2.70539
44.2	-3.35264	NaN	-3.35264	-3.33576	NaN	-2.70471
44.3	-3.35232	NaN	-3.35232	-3.33576	NaN	-2.70404
44.4	-3.35202	NaN	-3.35202	-3.33576	NaN	-2.70337
44.5	-3.35171	NaN	-3.35171	-3.33576	NaN	-2.7027
44.6	-3.35141	NaN	-3.35141	-3.33576	NaN	-2.70203
44.7	-3.3511	NaN	-3.3511	-3.33576	NaN	-2.70136
44.8	-3.35081	NaN	-3.35081	-3.33576	NaN	-2.7007
44.9	-3.35052	NaN	-3.35052	-3.33576	NaN	-2.70004
45	-3.35023	NaN	-3.35023	-3.33576	NaN	-2.69938
45.1	-3.34994	NaN	-3.34994	-3.33576	NaN	-2.69873
45.2	-3.34965	NaN	-3.34965	-3.33576	NaN	-2.69807
45.3	-3.34937	NaN	-3.34937	-3.33576	NaN	-2.69742
45.4	-3.34909	NaN	-3.34909	-3.33576	NaN	-2.69677
45.5	-3.34881	NaN	-3.34881	-3.33576	NaN	-2.69612
45.6	-3.34854	NaN	-3.34854	-3.33576	NaN	-2.69548
45.7	-3.34827	NaN	-3.34827	-3.33576	NaN	-2.69484
45.8	-3.34847	NaN	-3.34801	-3.33576	NaN	-2.69419
45.9	-3.34847	NaN	-3.34775	-3.33576	NaN	-2.69355
46	-3.34847	NaN	-3.34747	-3.33576	NaN	-2.69292
46.1	-3.34847	NaN	-3.34722	-3.33576	NaN	-2.69228
46.2	-3.34847	NaN	-3.34696	-3.33576	NaN	-2.69165
46.3	-3.34847	NaN	-3.34671	-3.33576	NaN	-2.69102
46.4	-3.34847	NaN	-3.34646	-3.33576	NaN	-2.69039
46.5	-3.34847	NaN	-3.3462	-3.33576	NaN	-2.68975
46.6	-3.34847	NaN	-3.34596	-3.33576	NaN	-2.68913
46.7	-3.34847	NaN	-3.34572	-3.33576	NaN	-2.68851
46.8	-3.34847	NaN	-3.34547	-3.33576	NaN	-2.68788
46.9	-3.34847	NaN	-3.34523	-3.33576	NaN	-2.68726
47	-3.34847	NaN	-3.345	-3.33576	NaN	-2.68664
47.1	-3.34847	NaN	-3.34476	-3.33576	NaN	-2.68603
47.2	-3.34847	NaN	-3.34453	-3.33576	NaN	-2.68541
47.3	-3.34847	NaN	-3.34431	-3.33576	NaN	-2.6848
47.4	-3.34847	NaN	-3.34407	-3.33576	NaN	-2.68419
47.5	-3.34847	NaN	-3.34385	-3.33576	NaN	-2.68358
47.6	-3.34847	NaN	-3.34363	-3.33576	NaN	-2.68297
47.7	-3.34847	NaN	-3.34342	-3.33576	NaN	-2.68236
47.8	-3.34847	NaN	-3.3432	-3.33576	NaN	-2.68175
47.9	-3.34847	NaN	-3.34298	-3.33576	NaN	-2.68115
48	-3.34847	NaN	-3.34277	-3.33576	NaN	-2.68055
48.1	-3.34847	NaN	-3.34256	-3.33576	NaN	-2.67995
48.2	-3.34847	NaN	-3.34235	-3.33576	NaN	-2.67935
48.3	-3.34847	NaN	-3.34214	-3.33576	NaN	-2.67876
48.4	-3.34847	NaN	-3.34194	-3.33576	NaN	-2.67816
48.5	-3.34847	NaN	-3.34174	-3.33576	NaN	-2.67757
48.6	-3.34847	NaN	-3.34154	-3.33576	NaN	-2.67697
48.7	-3.34847	NaN	-3.34134	-3.33576	NaN	-2.67638
48.8	-3.34847	NaN	-3.34115	-3.33576	NaN	-2.67579
48.9	-3.34847	NaN	-3.34095	-3.33576	NaN	-2.67521
49	-3.34847	NaN	-3.34076	-3.33576	NaN	-2.67462
49.1	-3.34847	NaN	-3.34057	-3.33576	NaN	-2.67403
49.2	-3.34847	NaN	-3.34038	-3.33576	NaN	-2.67345
49.3	-3.34847	NaN	-3.3402	-3.33576	NaN	-2.67287
49.4	-3.34847	NaN	-3.34001	-3.33576	NaN	-2.67229
49.5	-3.34847	NaN	-3.33984	-3.33576	NaN	-2.67171
49.6	-3.34847	NaN	-3.33966	-3.33576	NaN	-2.67113
49.7	-3.34847	NaN	-3.33948	-3.33576	NaN	-2.67055
49.8	-3.34847	NaN	-3.3393	-3.33576	NaN	-2.66997
49.9	-3.34847	NaN	-3.33913	-3.33576	NaN	-2.6694
50	-3.34847	NaN	-3.33895	-3.33576	NaN	-2.66883
50.1	-3.34847	NaN	-3.33878	-3.33576	NaN	-2.66826
50.2	-3.34847	NaN	-3.33862	-3.33576	NaN	-2.66769
50.3	-3.34847	NaN	-3.33845	-3.33576	NaN	-2.66712
50.4	-3.34847	NaN	-3.33828	-3.33576	NaN	-2.66655
50.5	-3.34847	NaN	-3.33812	-3.33576	NaN	-2.66599
50.6	-3.34847	NaN	-3.33797	-3.33576	NaN	-2.66542
50.7	-3.34847	NaN	-3.33781	-3.33576	NaN	-2.66485
50.8	-3.34847	NaN	-3.33765	-3.33576	NaN	-2.66429
50.9	-3.34847	NaN	-3.33749	-3.33576	NaN	-2.66373
51	-3.34847	NaN	-3.33734	-3.33576	NaN	-2.66317
51.1	-3.34847	NaN	-3.33718	-3.33576	NaN	-2.66261
51.2	-3.34847	NaN	-3.33704	-3.33576	NaN	-2.66206
51.3	-3.34847	NaN	-3.33688	-3.33576	NaN	-2.6615
51.4	-3.34847	NaN	-3.33674	-3.33576	NaN	-2.66094
51.5	-3.34847	NaN	-3.3366	-3.33576	NaN	-2.66039
51.6	-3.34847	NaN	-3.33645	-3.33576	NaN	-2.65984
51.7	-3.34847	NaN	-3.33631	-3.33576	NaN	-2.65928
51.8	-3.34847	NaN	-3.33616	-3.33576	NaN	-2.65873
51.9	-3.34847	NaN	-3.33603	-3.33576	NaN	-2.65818
52	-3.34847	NaN	-3.33589	-3.33576	NaN	-2.65763
52.1	-3.34847	NaN	-3.33574	-3.33576	NaN	-2.65708
52.2	-3.34847	NaN	-3.33561	-3.33576	NaN	-2.65654
52.3	-3.34847	NaN	-3.33547	-3.33576	NaN	-2.65599
52.4	-3.34847	NaN	-3.33535	-3.33576	NaN	-2.65545
52.5	-3.34847	NaN	-3.33521	-3.33576	NaN	-2.6549
52.6	-3.34847	NaN	-3.33508	-3.33576	NaN	-2.65436
52.7	-3.34847	NaN	-3.33496	-3.33576	NaN	-2.65382
52.8	-3.34847	NaN	-3.33483	-3.33576	NaN	-2.65328
52.9	-3.34847	NaN	-3.33472	-3.33576	NaN	-2.65274
53	-3.34847	NaN	-3.33459	-3.33576	NaN	-2.6522
53.1	-3.34847	NaN	-3.33446	-3.33576	NaN	-2.65166
53.2	-3.34847	NaN	-3.33434	-3.33576	NaN	-2.65113
53.3	-3.34847	NaN	-3.33422	-3.33576	NaN	-2.65059
53.4	-3.34847	NaN	-3.3341	-3.33576	NaN	-2.65005
53.5	-3.34847	NaN	-3.33399	-3.33576	NaN	-2.64952
53.6	-3.34847	NaN	-3.33387	-3.33576	NaN	-2.64899
53.7	-3.34847	NaN	-3.33375	-3.33576	NaN	-2.64846
53.8	-3.34847	NaN	-3.33364	-3.33576	NaN	-2.64792
53.9	-3.34847	NaN	-3.33353	-3.33576	NaN	-2.64739
54	-3.34847	NaN	-3.33342	-3.33576	NaN	-2.64686
54.1	-3.34847	NaN	-3.33331	-3.33576	NaN	-2.64634
54.2	-3.34847	NaN	-3.3332	-3.33576	NaN	-2.64581
54.3	-3.34847	NaN	-3.3331	-3.33576	NaN	-2.64528
54.4	-3.34847	NaN	-3.33299	-3.33576	NaN	-2.64475
54.5	-3.34847	NaN	-3.33289	-3.33576	NaN	-2.64423
54.6	-3.34847	NaN	-3.33279	-3.33576	NaN	-2.6437
54.7	-3.34847	NaN	-3.33268	-3.33576	NaN	-2.64318
54.8	-3.34847	NaN	-3.33258	-3.33576	NaN	-2.64266
54.9	-3.34847	NaN	-3.33249	-3.33576	NaN	-2.64214
55	-3.34847	NaN	-3.33238	-3.33576	NaN	-2.64162
55.1	-3.34847	NaN	-3.33229	-3.33576	NaN	-2.6411
55.2	-3.34847	NaN	-3.33219	-3.33576	NaN	-2.64057
55.3	-3.34847	NaN	-3.33209	-3.33576	NaN	-2.64006
55.4	-3.34847	NaN	-3.33201	-3.33576	NaN	-2.63954
55.5	-3.34847	NaN	-3.33191	-3.33576	NaN	-2.63902
55.6	-3.34847	NaN	-3.33182	-3.33576	NaN	-2.6385
55.7	-3.34847	NaN	-3.33172	-3.33576	NaN	-2.63799
55.8	-3.34847	NaN	-3.33164	-3.33576	NaN	-2.63747
55.9	-3.34847	NaN	-3.33155	-3.33576	NaN	-2.63696
56	-3.34847	NaN	-3.33146	-3.33576	NaN	-2.63644
56.1	-3.34847	NaN	-3.33138	-3.33576	NaN	-2.63593
56.2	-3.34847	NaN	-3.33129	-3.33576	NaN	-2.63542
56.3	-3.34847	NaN	-3.33121	-3.33576	NaN	-2.6349
56.4	-3.34847	NaN	-3.33113	-3.33576	NaN	-2.63439
56.5	-3.34847	NaN	-3.33104	-3.33576	NaN	-2.63388
56.6	-3.34847	NaN	-3.33097	-3.33576	NaN	-2.63338
56.7	-3.34847	NaN	-3.33089	-3.33576	NaN	-2.63287
56.8	-3.34847	NaN	-3.33082	-3.33576	NaN	-2.63236
56.9	-3.34847	NaN	-3.33073	-3.33576	NaN	-2.63185
57	-3.34847	NaN	-3.33065	-3.33576	NaN	-2.63134
57.1	-3.34847	NaN	-3.33058	-3.33576	NaN	-2.63083
57.2	-3.34847	NaN	-3.3305	-3.33576	NaN	-2.63033
57.3	-3.34847	NaN	-3.33043	-3.33576	NaN	-2.62982
57.4	-3.34847	NaN	-3.33035	-3.33576	NaN	-2.62932
57.5	-3.34847	NaN	-3.33027	-3.33576	NaN	-2.62882
57.6	-3.34847	NaN	-3.33021	-3.33576	NaN	-2.62831
57.7	-3.34847	NaN	-3.33014	-3.33576	NaN	-2.62781
57.8	-3.34847	NaN	-3.33007	-3.33576	NaN	-2.62731
57.9	-3.34847	NaN	-3.33	-3.33576	NaN	-2.62681
58	-3.34847	NaN	-3.32993	-3.33576	NaN	-2.62631
58.1	-3.34847	NaN	-3.32985	-3.33576	NaN	-2.6258
58.2	-3.34847	NaN	-3.32979	-3.33576	NaN	-2.6253
58.3	-3.34847	NaN	-3.32973	-3.33576	NaN	-2.62481
58.4	-3.34847	NaN	-3.32967	-3.33576	NaN	-2.62431
58.5	-3.34847	NaN	-3.3296	-3.33576	NaN	-2.62381
58.6	-3.34847	NaN	-3.32953	-3.33576	NaN	-2.62331
58.7	-3.34847	NaN	-3.32948	-3.33576	NaN	-2.62281
58.8	-3.34847	NaN	-3.32941	-3.33576	NaN	-2.62231
58.9	-3.34847	NaN	-3.32935	-3.33576	NaN	-2.62182
59	-3.34847	NaN	-3.3293	-3.33576	NaN	-2.62132
59.1	-3.34847	NaN	-3.32923	-3.33576	NaN	-2.62083
59.2	-3.34847	NaN	-3.32917	-3.33576	NaN	-2.62034
59.3	-3.34847	NaN	-3.32911	-3.33576	NaN	-2.61984
59.4	-3.34847	NaN	-3.32906	-3.33576	NaN	-2.61934
59.5	-3.34847	NaN	-3.329	-3.33576	NaN	-2.61885
59.6	-3.34847	NaN	-3.32896	-3.33576	NaN	-2.61836
59.7	-3.34847	NaN	-3.3289	-3.33576	NaN	-2.61787
59.8	-3.34847	NaN	-3.32884	-3.33576	NaN	-2.61738
59.9	-3.34847	NaN	-3.32879	-3.33576	NaN	-2.61689
60	-3.34847	NaN	-3.32874	-3.33576	NaN	-2.61639
60.1	-3.34847	NaN	-3.32869	-3.33576	NaN	-2.61591
60.2	-3.34847	NaN	-3.32863	-3.33576	NaN	-2.61542
60.3	-3.34847	NaN	-3.32858	-3.33576	NaN	-2.61492
60.4	-3.34847	NaN	-3.32854	-3.33576	NaN	-2.61444
60.5	-3.34847	NaN	-3.3285	-3.33576	NaN	-2.61395
60.6	-3.34847	NaN	-3.32844	-3.33576	NaN	-2.61346
60.7	-3.34847	NaN	-3.32839	-3.33576	NaN	-2.61297
60.8	-3.34847	NaN	-3.32835	-3.33576	NaN	-2.61249
60.9	-3.34847	NaN	-3.3283	-3.33576	NaN	-2.612
61	-3.34847	NaN	-3.32826	-3.33576	NaN	-2.61151
61.1	-3.34847	NaN	-3.32821	-3.33576	NaN	-2.61103
61.2	-3.34847	NaN	-3.32817	-3.33576	NaN	-2.61054
61.3	-3.34847	NaN	-3.32813	-3.33576	NaN	-2.61005
61.4	-3.34847	NaN	-3.32808	-3.33576	NaN	-2.60957
61.5	-3.34847	NaN	-3.32804	-3.33576	NaN	-2.60909
61.6	-3.34847	NaN	-3.328	-3.33576	NaN	-2.6086
61.7	-3.34847	NaN	-3.32795	-3.33576	NaN	-2.60812
61.8	-3.34847	NaN	-3.32792	-3.33576	NaN	-2.60763
61.9	-3.34847	NaN	-3.32788	-3.33576	NaN	-2.60715
62	-3.34847	NaN	-3.32784	-3.33576	NaN	-2.60667
62.1	-3.34847	NaN	-3.3278	-3.33576	NaN	-2.60619
62.2	-3.34847	NaN	-3.32776	-3.33576	NaN	-2.6057
62.3	-3.34847	NaN	-3.32773	-3.33576	NaN	-2.60522
62.4	-3.34847	NaN	-3.32769	-3.33576	NaN	-2.60474
62.5	-3.34847	NaN	-3.32765	-3.33576	NaN	-2.60426
62.6	-3.34847	NaN	-3.32761	-3.33576	NaN	-2.60378
62.7	-3.34847	NaN	-3.32758	-3.33576	NaN	-2.6033
62.8	-3.34847	NaN	-3.32755	-3.33576	NaN	-2.60282
62.9	-3.34847	NaN	-3.32751	-3.33576	NaN	-2.60234
63	-3.34847	NaN	-3.32749	-3.33576	NaN	-2.60186
63.1	-3.34847	NaN	-3.32745	-3.33576	NaN	-2.60138
63.2	-3.34847	NaN	-3.32741	-3.33576	NaN	-2.6009
63.3	-3.34847	NaN	-3.32738	-3.33576	NaN	-2.60043
63.4	-3.34847	NaN	-3.32735	-3.33576	NaN	-2.59995
63.5	-3.34847	NaN	-3.32731	-3.33576	NaN	-2.59947
63.6	-3.34847	NaN	-3.32728	-3.33576	NaN	-2.599
63.7	-3.34847	NaN	-3.32725	-3.33576	NaN	-2.59852
63.8	-3.34847	NaN	-3.32723	-3.33576	NaN	-2.59804
63.9	-3.34847	NaN	-3.3272	-3.33576	NaN	-2.59757
64	-3.34847	NaN	-3.32717	-3.33576	NaN	-2.59709
64.1	-3.34847	NaN	-3.32715	-3.33576	NaN	-2.59661
64.2	-3.34847	NaN	-3.32711	-3.33576	NaN	-2.59614
64.3	-3.34847	NaN	-3.3271	-3.33576	NaN	-2.59566
64.4	-3.34847	NaN	-3.32706	-3.33576	NaN	-2.59519
64.5	-3.34847	NaN	-3.32704	-3.33576	NaN	-2.59471
64.6	-3.34847	NaN	-3.32701	-3.33576	NaN	-2.59424
64.7	-3.34847	NaN	-3.32699	-3.33576	NaN	-2.59377
64.8	-3.34847	NaN	-3.32697	-3.33576	NaN	-2.59329
64.9	-3.34847	NaN	-3.32694	-3.33576	NaN	-2.59282
65	-3.34847	NaN	-3.32693	-3.33576	NaN	-2.59235
65.1	-3.34847	NaN	-3.3269	-3.33576	NaN	-2.59187
65.2	-3.34847	NaN	-3.32687	-3.33576	NaN	-2.59141
65.3	-3.34847	NaN	-3.32686	-3.33576	NaN	-2.59093
65.4	-3.34847	NaN	-3.32683	-3.33576	NaN	-2.59046
65.5	-3.34847	NaN	-3.32681	-3.33576	NaN	-2.58999
65.6	-3.34847	NaN	-3.32678	-3.33576	NaN	-2.58951
65.7	-3.34847	NaN	-3.32677	-3.33576	NaN	-2.58904
65.8	-3.34847	NaN	-3.32675	-3.33576	NaN	-2.58857
65.9	-3.34847	NaN	-3.32673	-3.33576	NaN	-2.5881
66	-3.34847	NaN	-3.3267	-3.33576	NaN	-2.58763
66.1	-3.34847	NaN	-3.32669	-3.33576	NaN	-2.58716
66.2	-3.34847	NaN	-3.32666	-3.33576	NaN	-2.58669
66.3	-3.34847	NaN	-3.32664	-3.33576	NaN	-2.58622
66.4	-3.34847	NaN	-3.32663	-3.33576	NaN	-2.58575
66.5	-3.34847	NaN	-3.32662	-3.33576	NaN	-2.58528
66.6	-3.34847	NaN	-3.32659	-3.33576	NaN	-2.58481
66.7	-3.34847	NaN	-3.32657	-3.33576	NaN	-2.58435
66.8	-3.34847	NaN	-3.32657	-3.33576	NaN	-2.58387
66.9	-3.34847	NaN	-3.32654	-3.33576	NaN	-2.58341
67	-3.34847	NaN	-3.32652	-3.33576	NaN	-2.58293
67.1	-3.34847	NaN	-3.32652	-3.33576	NaN	-2.58247
67.2	-3.34847	NaN	-3.32649	-3.33576	NaN	-2.582
67.3	-3.34847	NaN	-3.32649	-3.33576	NaN	-2.58153
67.4	-3.34847	NaN	-3.32648	-3.33576	NaN	-2.58107
67.5	-3.34847	NaN	-3.32646	-3.33576	NaN	-2.5806
67.6	-3.34847	NaN	-3.32646	-3.33576	NaN	-2.58013
67.7	-3.34847	NaN	-3.32644	-3.33576	NaN	-2.57966
67.8	-3.34847	NaN	-3.32643	-3.33576	NaN	-2.5792
67.9	-3.34847	NaN	-3.32641	-3.33576	NaN	-2.57873
68	-3.34847	NaN	-3.32639	-3.33576	NaN	-2.57826
68.1	-3.34847	NaN	-3.32639	-3.33576	NaN	-2.5778
68.2	-3.34847	NaN	-3.32637	-3.33576	NaN	-2.57734
68.3	-3.34847	NaN	-3.32635	-3.33576	NaN	-2.57687
68.4	-3.34847	NaN	-3.32634	-3.33576	NaN	-2.5764
68.5	-3.34847	NaN	-3.32633	-3.33576	NaN	-2.57594
68.6	-3.34847	NaN	-3.32633	-3.33576	NaN	-2.57547
68.7	-3.34847	NaN	-3.32633	-3.33576	NaN	-2.575
68.8	-3.34847	NaN	-3.32631	-3.33576	NaN	-2.57454
68.9	-3.34847	NaN	-3.3263	-3.33576	NaN	-2.57408
69	-3.34847	NaN	-3.3263	-3.33576	NaN	-2.57361
69.1	-3.34847	NaN	-3.32629	-3.33576	NaN	-2.57315
69.2	-3.34847	NaN	-3.32629	-3.33576	NaN	-2.57269
69.3	-3.34847	NaN	-3.32627	-3.33576	NaN	-2.57222
69.4	-3.34847	NaN	-3.32627	-3.33576	NaN	-2.57176
69.5	-3.34847	NaN	-3.32626	-3.33576	NaN	-2.5713
69.6	-3.34847	NaN	-3.32625	-3.33576	NaN	-2.57083
69.7	-3.34847	NaN	-3.32623	-3.33576	NaN	-2.57037
69.8	-3.34847	NaN	-3.32624	-3.33576	NaN	-2.5699
69.9	-3.34847	NaN	-3.32624	-3.33576	NaN	-2.56944
70	-3.34847	NaN	-3.32623	-3.33576	NaN	-2.56898
70.1	-3.34847	NaN	-3.32622	-3.33576	NaN	-2.56852
70.2	-3.34847	NaN	-3.32622	-3.33576	NaN	-2.56805
70.3	-3.34847	NaN	-3.32621	-3.33576	NaN	-2.56759
70.4	-3.34847	NaN	-3.32621	-3.33576	NaN	-2.56713
70.5	-3.34847	NaN	-3.3262	-3.33576	NaN	-2.56667
70.6	-3.34847	NaN	-3.3262	-3.33576	NaN	-2.5662
70.7	-3.34847	NaN	-3.32619	-3.33576	NaN	-2.56574
70.8	-3.34847	NaN	-3.32619	-3.33576	NaN	-2.56528
70.9	-3.34847	NaN	-3.32619	-3.33576	NaN	-2.56482
71	-3.34847	NaN	-3.32617	-3.33576	NaN	-2.56436
71.1	-3.34847	NaN	-3.32616	-3.33576	NaN	-2.5639
71.2	-3.34847	NaN	-3.32615	-3.33576	NaN	-2.56343
71.3	-3.34847	NaN	-3.32617	-3.33576	NaN	-2.56298
71.4	-3.34847	NaN	-3.32617	-3.33576	NaN	-2.56252
71.5	-3.34847	NaN	-3.32617	-3.33576	NaN	-2.56205
71.6	-3.34847	NaN	-3.32617	-3.33576	NaN	-2.56159
71.7	-3.34847	NaN	-3.32616	-3.33576	NaN	-2.56113
71.8	-3.34847	NaN	-3.32616	-3.33576	NaN	-2.56067
71.9	-3.34847	NaN	-3.32616	-3.33576	NaN	-2.56021
72	-3.34847	NaN	-3.32616	-3.33576	NaN	-2.55975
72.1	-3.34847	NaN	-3.32614	-3.33576	NaN	-2.55929
72.2	-3.34847	NaN	-3.32615	-3.33576	NaN	-2.55884
72.3	-3.34847	NaN	-3.32616	-3.33576	NaN	-2.55837
72.4	-3.34847	NaN	-3.32615	-3.33576	NaN	-2.55792
72.5	-3.34847	NaN	-3.32616	-3.33576	NaN	-2.55745
72.6	-3.34847	NaN	-3.32615	-3.33576	NaN	-2.557
72.7	-3.34847	NaN	-3.32615	-3.33576	NaN	-2.55654
72.8	-3.34847	NaN	-3.32616	-3.33576	NaN	-2.55608
72.9	-3.34847	NaN	-3.32616	-3.33576	NaN	-2.55562
73	-3.34847	NaN	-3.32616	-3.33576	NaN	-2.55516
73.1	-3.34847	NaN	-3.32616	-3.33576	NaN	-2.5547
73.2	-3.34847	NaN	-3.32616	-3.33576	NaN	-2.55424
73.3	-3.34847	NaN	-3.32615	-3.33576	NaN	-2.55378
73.4	-3.34847	NaN	-3.32616	-3.33576	NaN	-2.55332
73.5	-3.34847	NaN	-3.32616	-3.33576	NaN	-2.55287
73.6	-3.34847	NaN	-3.32616	-3.33576	NaN	-2.55241
73.7	-3.34847	NaN	-3.32617	-3.33576	NaN	-2.55195
73.8	-3.34847	NaN	-3.32617	-3.33576	NaN	-2.55149
73.9	-3.34847	NaN	-3.32618	-3.33576	NaN	-2.55103
74	-3.34847	NaN	-3.32618	-3.33576	NaN	-2.55058
74.1	-3.34847	NaN	-3.32618	-3.33576	NaN	-2.55012
74.2	-3.34847	NaN	-3.32618	-3.33576	NaN	-2.54966
74.3	-3.34847	NaN	-3.32619	-3.33576	NaN	-2.54921
74.4	-3.34847	NaN	-3.32619	-3.33576	NaN	-2.54875
74.5	-3.34847	NaN	-3.3262	-3.33576	NaN	-2.54829
74.6	-3.34847	NaN	-3.32619	-3.33576	NaN	-2.54784
74.7	-3.34847	NaN	-3.3262	-3.33576	NaN	-2.54738
74.8	-3.34847	NaN	-3.3262	-3.33576	NaN	-2.54693
74.9	-3.34847	NaN	-3.3262	-3.33576	NaN	-2.54647
75	-3.34847	NaN	-3.32621	-3.33576	NaN	-2.54601
75.1	-3.34847	NaN	-3.32622	-3.33576	NaN	-2.54555
75.2	-3.34847	NaN	-3.32622	-3.33576	NaN	-2.54509
75.3	-3.34847	NaN	-3.32622	-3.33576	NaN	-2.54464
75.4	-3.34847	NaN	-3.32623	-3.33576	NaN	-2.54418
75.5	-3.34847	NaN	-3.32624	-3.33576	NaN	-2.54373
75.6	-3.34847	NaN	-3.32624	-3.33576	NaN	-2.54327
75.7	-3.34847	NaN	-3.32624	-3.33576	NaN	-2.54281
75.8	-3.34847	NaN	-3.32625	-3.33576	NaN	-2.54236
75.9	-3.34847	NaN	-3.32625	-3.33576	NaN	-2.54191
