gTG	E_N2_num	E_N2_ana	E_N2_sf	E_N3_num	E_N3_ana	E_N3_sf
4.2	-8.31555	-7.74826	-8.31555	-14.0176	-13.4808	-14.0176
4.3	-8.23024	-7.63764	-8.23024	-13.7647	-13.201	-13.7647
4.4	-8.14617	-7.5278	-8.14617	-13.5156	-12.924	-13.5156
4.5	-8.06334	-7.41873	-8.06334	-13.2702	-12.6497	-13.2702
4.6	-7.98173	-7.31045	-7.98173	-13.0286	-12.3782	-13.0286
4.7	-7.90133	-7.20294	-7.90133	-12.7908	-12.1095	-12.7908
4.8	-7.82214	-7.09621	-7.82214	-12.5567	-11.8436	-12.5567
4.9	-7.74415	-6.99026	-7.74415	-12.3263	-11.5805	-12.3263
5	-7.66734	-6.88509	-7.66734	-12.0998	-11.3201	-12.0998
5.1	-7.59171	-6.78071	-7.59171	-11.8769	-11.0626	-11.8769
5.2	-7.51725	-6.6771	-7.51725	-11.6578	-10.8079	-11.6578
5.3	-7.44396	-6.57427	-7.44396	-11.4424	-10.556	-11.4424
5.4	-7.37181	-6.47223	-7.37181	-11.2308	-10.3069	-11.2308
5.5	-7.3008	-6.37096	-7.3008	-11.0229	-10.0607	-11.0229
5.6	-7.23092	-6.27048	-7.23092	-10.8186	-9.81728	-10.8186
5.7	-7.16217	-6.17078	-7.16217	-10.6181	-9.57669	-10.6181
5.8	-7.09453	-6.07187	-7.09453	-10.4212	-9.33894	-10.4212
5.9	-7.02798	-5.97374	-7.02798	-10.228	-9.10404	-10.228
6	-6.96253	-5.87639	-6.96253	-10.0385	-8.87198	-10.0385
6.1	-6.89815	-5.77983	-6.89815	-9.8526	-8.64278	-9.8526
6.2	-6.83485	-5.68405	-6.83485	-9.67031	-8.41644	-9.67031
6.3	-6.7726	-5.58905	-6.7726	-9.49163	-8.19296	-9.49163
6.4	-6.7114	-5.49484	-6.7114	-9.31652	-7.97235	-9.31652
6.5	-6.65124	-5.40142	-6.65124	-9.14497	-7.75461	-9.14497
6.6	-6.5921	-5.30878	-6.5921	-8.97696	-7.53976	-8.97696
6.7	-6.53398	-5.21693	-6.53398	-8.81246	-7.32779	-8.81246
6.8	-6.47686	-5.12586	-6.47686	-8.65145	-7.11871	-8.65145
6.9	-6.42073	-5.03559	-6.42073	-8.4939	-6.91252	-8.4939
7	-6.36558	-4.9461	-6.36558	-8.33979	-6.70924	-8.33979
7.1	-6.3114	-4.85739	-6.3114	-8.18908	-6.50886	-8.18908
7.2	-6.25818	-4.76948	-6.25818	-8.04175	-6.3114	-8.04175
7.3	-6.2059	-4.68236	-6.2059	-7.89777	-6.11685	-7.89777
7.4	-6.15456	-4.59602	-6.15456	-7.7571	-5.92522	-7.7571
7.5	-6.10413	-4.51047	-6.10413	-7.61972	-5.73652	-7.61972
7.6	-6.05462	-4.42571	-6.05462	-7.48559	-5.55075	-7.48559
7.7	-6.00601	-4.34175	-6.00601	-7.35466	-5.36793	-7.35466
7.8	-5.95828	-4.25857	-5.95828	-7.22692	-5.18804	-7.22692
7.9	-5.91143	-4.17619	-5.91143	-7.10231	-5.01111	-7.10231
8	-5.86544	-4.09459	-5.86544	-6.98081	-4.83713	-6.98081
8.1	-5.8203	-4.01379	-5.8203	-6.86236	-4.66612	-6.86236
8.2	-5.776	-3.93378	-5.776	-6.74694	-4.49807	-6.74694
8.3	-5.73253	-3.85456	-5.73253	-6.63449	-4.33299	-6.63449
8.4	-5.68986	-3.77614	-5.68986	-6.52498	-4.1709	-6.52498
8.5	-5.64801	-3.6985	-5.64801	-6.41837	-4.01178	-6.41837
8.6	-5.60694	-3.62167	-5.60694	-6.3146	-3.85566	-6.3146
8.7	-5.56665	-3.54562	-5.56665	-6.21364	-3.70253	-6.21364
8.8	-5.52713	-3.47037	-5.52713	-6.11543	-3.55241	-6.11543
8.9	-5.48836	-3.39592	-5.48836	-6.01994	-3.40529	-6.01994
9	-5.45033	-3.32226	-5.45033	-5.92712	-3.26119	-5.92712
9.1	-5.41303	-3.24939	-5.41303	-5.83691	-3.1201	-5.83691
9.2	-5.37646	-3.17732	-5.37646	-5.74928	-2.98204	-5.74928
9.3	-5.34058	-3.10605	-5.34058	-5.66416	-2.84702	-5.66416
9.4	-5.3054	-3.03558	-5.3054	-5.58151	-2.71503	-5.58151
9.5	-5.27091	-2.9659	-5.27091	-5.50129	-2.58608	-5.50129
9.6	-5.23708	-2.89702	-5.23708	-5.42344	-2.46019	-5.42344
9.7	-5.20392	-2.82894	-5.20392	-5.34791	-2.33735	-5.34791
9.8	-5.1714	-2.76165	-5.1714	-5.27466	-2.21757	-5.27466
9.9	-5.13952	-2.69517	-5.13952	-5.20363	-2.10087	-5.20363
10	-5.10826	-2.62948	-5.10826	-5.13476	-1.98724	-5.13476
10.1	-5.07761	-2.56459	-5.07761	-5.06802	-1.87669	-5.06802
10.2	-5.04758	-2.50051	-5.04758	-5.00336	-1.76923	-5.00336
10.3	-5.01812	-2.43722	-5.01812	-4.94071	-1.66486	-4.94071
10.4	-4.98925	-2.37474	-4.98925	-4.88003	-1.5636	-4.88003
10.5	-4.96096	-2.31305	-4.96096	-4.82127	-1.46544	-4.82127
10.6	-4.93321	-2.25217	-4.93321	-4.76438	-1.3704	-4.76438
10.7	-4.90602	-2.19209	-4.90602	-4.70931	-1.27847	-4.70931
10.8	-4.87936	-2.13281	-4.87936	-4.65601	-1.18968	-4.65601
10.9	-4.85323	-2.07433	-4.85323	-4.60444	-1.10402	-4.60444
11	-4.82762	-2.01666	-4.82762	-4.55454	-1.0215	-4.55454
11.1	-4.80251	-1.95979	-4.80251	-4.50627	-0.942125	-4.50627
11.2	-4.7779	-1.90372	-4.7779	-4.45957	-0.865907	-4.45957
11.3	-4.75377	-1.84846	-4.75377	-4.41442	-0.792851	-4.41442
11.4	-4.73012	-1.79401	-4.73012	-4.37075	-0.722964	-4.37075
11.5	-4.70694	-1.74036	-4.70694	-4.32852	-0.656251	-4.32852
11.6	-4.68422	-1.68751	-4.68422	-4.28769	-0.592721	-4.28769
11.7	-4.66194	-1.63547	-4.66194	-4.24822	-0.532381	-4.24822
11.8	-4.64011	-1.58424	-4.64011	-4.21006	-0.475237	-4.21006
11.9	-4.6187	-1.53381	-4.6187	-4.17317	-0.421297	-4.17317
12	-4.59771	-1.48419	-4.59771	-4.13751	-0.370568	-4.13751
12.1	-4.57714	-1.43538	-4.57714	-4.10303	-0.323057	-4.10303
12.2	-4.55697	-1.38737	-4.55697	-4.0697	-0.278771	-4.0697
12.3	-4.53719	-1.34018	-4.53719	-4.03749	-0.237719	-4.03749
12.4	-4.5178	-1.29379	-4.5178	-4.00635	-0.199906	-4.00635
12.5	-4.49879	-1.24822	-4.49879	-3.97624	-0.165342	-3.97624
12.6	-4.48015	-1.20345	-4.48015	-3.94714	-0.134033	-3.94714
12.7	-4.46187	-1.15949	-4.46187	-3.919	-0.105986	-3.919
12.8	-4.44395	-1.11634	-4.44395	-3.89179	-0.0812098	-3.89179
12.9	-4.42637	-1.07401	-4.42637	-3.86547	-0.0597118	-3.86547
13	-4.40913	-1.03248	-4.40913	-3.84003	-0.0414996	-3.84003
13.1	-4.39223	-0.991769	-4.39223	-3.81542	-0.026581	-3.81542
13.2	-4.37565	-0.951868	-4.37565	-3.79161	-0.0149638	-3.79161
13.3	-4.35938	-0.912779	-4.35938	-3.76858	-0.00665592	-3.76858
13.4	-4.34343	-0.874503	-4.34343	-3.7463	-0.00166532	-3.7463
13.5	-4.32779	-0.837041	-4.32779	-3.72473	0	-3.72473
13.6	-4.31244	-0.800393	-4.31244	-3.70386	NaN	-3.70386
13.7	-4.29738	-0.764559	-4.29738	-3.68365	NaN	-3.68365
13.8	-4.28261	-0.729539	-4.28261	-3.66409	NaN	-3.66409
13.9	-4.26811	-0.695335	-4.26811	-3.64514	NaN	-3.64514
14	-4.25389	-0.661946	-4.25389	-3.62679	NaN	-3.62679
14.1	-4.23993	-0.629372	-4.23993	-3.60901	NaN	-3.60901
14.2	-4.22624	-0.597616	-4.22624	-3.59178	NaN	-3.59178
14.3	-4.2128	-0.566676	-4.2128	-3.57508	NaN	-3.57508
14.4	-4.19961	-0.536553	-4.19961	-3.55889	NaN	-3.55889
14.5	-4.18666	-0.507248	-4.18666	-3.54319	NaN	-3.54319
14.6	-4.17396	-0.47876	-4.17396	-3.52796	NaN	-3.52796
14.7	-4.16148	-0.451092	-4.16148	-3.51319	NaN	-3.51319
14.8	-4.14924	-0.424242	-4.14924	-3.49885	NaN	-3.49885
14.9	-4.13721	-0.398211	-4.13721	-3.48493	NaN	-3.48493
15	-4.12542	-0.373	-4.12542	-3.47141	NaN	-3.47141
15.1	-4.11382	-0.34861	-4.11382	-3.45829	NaN	-3.45829
15.2	-4.10245	-0.32504	-4.10245	-3.44554	NaN	-3.44554
15.3	-4.09127	-0.302291	-4.09127	-3.43314	NaN	-3.43314
15.4	-4.08029	-0.280363	-4.08029	-3.4211	NaN	-3.4211
15.5	-4.06952	-0.259257	-4.06952	-3.40938	NaN	-3.40938
15.6	-4.05892	-0.238974	-4.05892	-3.39799	NaN	-3.39799
15.7	-4.04853	-0.219513	-4.04853	-3.3869	NaN	-3.3869
15.8	-4.03831	-0.200876	-4.03831	-3.37611	NaN	-3.37611
15.9	-4.02828	-0.183062	-4.02828	-3.36561	NaN	-3.36561
16	-4.01842	-0.166072	-4.01842	-3.35539	NaN	-3.35539
16.1	-4.00873	-0.149906	-4.00873	-3.34542	NaN	-3.34542
16.2	-3.99921	-0.134566	-3.99921	-3.33572	NaN	-3.33572
16.3	-3.98985	-0.120051	-3.98985	-3.33576	NaN	-3.32626
16.4	-3.98066	-0.106362	-3.98066	-3.33576	NaN	-3.31704
16.5	-3.97162	-0.0934986	-3.97162	-3.33576	NaN	-3.30804
16.6	-3.96274	-0.0814621	-3.96274	-3.33576	NaN	-3.29927
16.7	-3.95401	-0.0702529	-3.95401	-3.33576	NaN	-3.2907
16.8	-3.94543	-0.0598711	-3.94543	-3.33576	NaN	-3.28235
16.9	-3.93699	-0.0503173	-3.93699	-3.33576	NaN	-3.27419
17	-3.9287	-0.041592	-3.9287	-3.33576	NaN	-3.26622
17.1	-3.92054	-0.0336956	-3.92054	-3.33576	NaN	-3.25843
17.2	-3.91253	-0.0266284	-3.91253	-3.33576	NaN	-3.25082
17.3	-3.90464	-0.020391	-3.90464	-3.33576	NaN	-3.24339
17.4	-3.89688	-0.0149838	-3.89688	-3.33576	NaN	-3.23612
17.5	-3.88926	-0.0104073	-3.88926	-3.33576	NaN	-3.22901
17.6	-3.88176	-0.00666188	-3.88176	-3.33576	NaN	-3.22205
17.7	-3.87438	-0.00374798	-3.87438	-3.33576	NaN	-3.21524
17.8	-3.86712	-0.00166607	-3.86712	-3.33576	NaN	-3.20858
17.9	-3.85997	-0.000416592	-3.85997	-3.33576	NaN	-3.20205
18	-3.85295	0	-3.85295	-3.33576	NaN	-3.19567
18.1	-3.84604	NaN	-3.84604	-3.33576	NaN	-3.18941
18.2	-3.83924	NaN	-3.83924	-3.33576	NaN	-3.18327
18.3	-3.83254	NaN	-3.83254	-3.33576	NaN	-3.17727
18.4	-3.82596	NaN	-3.82596	-3.33576	NaN	-3.17137
18.5	-3.81947	NaN	-3.81947	-3.33576	NaN	-3.1656
18.6	-3.81309	NaN	-3.81309	-3.33576	NaN	-3.15993
18.7	-3.80682	NaN	-3.80682	-3.33576	NaN	-3.15438
18.8	-3.80063	NaN	-3.80063	-3.33576	NaN	-3.14892
18.9	-3.79455	NaN	-3.79455	-3.33576	NaN	-3.14357
19	-3.78856	NaN	-3.78856	-3.33576	NaN	-3.13831
19.1	-3.78267	NaN	-3.78267	-3.33576	NaN	-3.13316
19.2	-3.77686	NaN	-3.77686	-3.33576	NaN	-3.12809
19.3	-3.77114	NaN	-3.77114	-3.33576	NaN	-3.12312
19.4	-3.76551	NaN	-3.76551	-3.33576	NaN	-3.11823
19.5	-3.75997	NaN	-3.75997	-3.33576	NaN	-3.11342
19.6	-3.75451	NaN	-3.75451	-3.33576	NaN	-3.1087
19.7	-3.74913	NaN	-3.74913	-3.33576	NaN	-3.10406
19.8	-3.74383	NaN	-3.74383	-3.33576	NaN	-3.09949
19.9	-3.73861	NaN	-3.73861	-3.33576	NaN	-3.09501
20	-3.73348	NaN	-3.73348	-3.33576	NaN	-3.09059
20.1	-3.72841	NaN	-3.72841	-3.33576	NaN	-3.08625
20.2	-3.72343	NaN	-3.72343	-3.33576	NaN	-3.08197
20.3	-3.71851	NaN	-3.71851	-3.33576	NaN	-3.07777
20.4	-3.71367	NaN	-3.71367	-3.33576	NaN	-3.07363
20.5	-3.7089	NaN	-3.7089	-3.33576	NaN	-3.06955
20.6	-3.7042	NaN	-3.7042	-3.33576	NaN	-3.06554
20.7	-3.69957	NaN	-3.69957	-3.33576	NaN	-3.06158
20.8	-3.695	NaN	-3.695	-3.33576	NaN	-3.05769
20.9	-3.6905	NaN	-3.6905	-3.33576	NaN	-3.05385
21	-3.68607	NaN	-3.68607	-3.33576	NaN	-3.05008
21.1	-3.68169	NaN	-3.68169	-3.33576	NaN	-3.04635
21.2	-3.67739	NaN	-3.67739	-3.33576	NaN	-3.04268
21.3	-3.67314	NaN	-3.67314	-3.33576	NaN	-3.03907
21.4	-3.66896	NaN	-3.66896	-3.33576	NaN	-3.0355
21.5	-3.66483	NaN	-3.66483	-3.33576	NaN	-3.03198
21.6	-3.66076	NaN	-3.66076	-3.33576	NaN	-3.02852
21.7	-3.65675	NaN	-3.65675	-3.33576	NaN	-3.0251
21.8	-3.65279	NaN	-3.65279	-3.33576	NaN	-3.02172
21.9	-3.64889	NaN	-3.64889	-3.33576	NaN	-3.01839
22	-3.64505	NaN	-3.64505	-3.33576	NaN	-3.01511
22.1	-3.64125	NaN	-3.64125	-3.33576	NaN	-3.01188
22.2	-3.63751	NaN	-3.63751	-3.33576	NaN	-3.00868
22.3	-3.63382	NaN	-3.63382	-3.33576	NaN	-3.00552
22.4	-3.63019	NaN	-3.63019	-3.33576	NaN	-3.00241
22.5	-3.62659	NaN	-3.62659	-3.33576	NaN	-2.99933
22.6	-3.62305	NaN	-3.62305	-3.33576	NaN	-2.9963
22.7	-3.61956	NaN	-3.61956	-3.33576	NaN	-2.9933
22.8	-3.61612	NaN	-3.61612	-3.33576	NaN	-2.99034
22.9	-3.61272	NaN	-3.61272	-3.33576	NaN	-2.98741
23	-3.60936	NaN	-3.60936	-3.33576	NaN	-2.98453
23.1	-3.60606	NaN	-3.60606	-3.33576	NaN	-2.98167
23.2	-3.60279	NaN	-3.60279	-3.33576	NaN	-2.97886
23.3	-3.59957	NaN	-3.59957	-3.33576	NaN	-2.97607
23.4	-3.5964	NaN	-3.5964	-3.33576	NaN	-2.97332
23.5	-3.59326	NaN	-3.59326	-3.33576	NaN	-2.9706
23.6	-3.59017	NaN	-3.59017	-3.33576	NaN	-2.96791
23.7	-3.58712	NaN	-3.58712	-3.33576	NaN	-2.96526
23.8	-3.5841	NaN	-3.5841	-3.33576	NaN	-2.96263
23.9	-3.58113	NaN	-3.58113	-3.33576	NaN	-2.96003
24	-3.57819	NaN	-3.57819	-3.33576	NaN	-2.95747
24.1	-3.57529	NaN	-3.57529	-3.33576	NaN	-2.95493
24.2	-3.57244	NaN	-3.57244	-3.33576	NaN	-2.95242
24.3	-3.56961	NaN	-3.56961	-3.33576	NaN	-2.94994
24.4	-3.56682	NaN	-3.56682	-3.33576	NaN	-2.94748
24.5	-3.56408	NaN	-3.56408	-3.33576	NaN	-2.94506
24.6	-3.56136	NaN	-3.56136	-3.33576	NaN	-2.94265
24.7	-3.55868	NaN	-3.55868	-3.33576	NaN	-2.94028
24.8	-3.55603	NaN	-3.55603	-3.33576	NaN	-2.93793
24.9	-3.55342	NaN	-3.55342	-3.33576	NaN	-2.9356
25	-3.55084	NaN	-3.55084	-3.33576	NaN	-2.9333
25.1	-3.5483	NaN	-3.5483	-3.33576	NaN	-2.93102
25.2	-3.54578	NaN	-3.54578	-3.33576	NaN	-2.92877
25.3	-3.5433	NaN	-3.5433	-3.33576	NaN	-2.92654
25.4	-3.54085	NaN	-3.54085	-3.33576	NaN	-2.92433
25.5	-3.53842	NaN	-3.53842	-3.33576	NaN	-2.92215
25.6	-3.53603	NaN	-3.53603	-3.33576	NaN	-2.91999
25.7	-3.53367	NaN	-3.53367	-3.33576	NaN	-2.91784
25.8	-3.53134	NaN	-3.53134	-3.33576	NaN	-2.91572
25.9	-3.52904	NaN	-3.52904	-3.33576	NaN	-2.91363
26	-3.52676	NaN	-3.52676	-3.33576	NaN	-2.91155
26.1	-3.52451	NaN	-3.52451	-3.33576	NaN	-2.90949
26.2	-3.5223	NaN	-3.5223	-3.33576	NaN	-2.90745
26.3	-3.5201	NaN	-3.5201	-3.33576	NaN	-2.90543
26.4	-3.51793	NaN	-3.51793	-3.33576	NaN	-2.90343
26.5	-3.5158	NaN	-3.5158	-3.33576	NaN	-2.90146
26.6	-3.51368	NaN	-3.51368	-3.33576	NaN	-2.89949
26.7	-3.5116	NaN	-3.5116	-3.33576	NaN	-2.89755
26.8	-3.50953	NaN	-3.50953	-3.33576	NaN	-2.89563
26.9	-3.50749	NaN	-3.50749	-3.33576	NaN	-2.89372
27	-3.50549	NaN	-3.50549	-3.33576	NaN	-2.89183
27.1	-3.50349	NaN	-3.50349	-3.33576	NaN	-2.88996
27.2	-3.50153	NaN	-3.50153	-3.33576	NaN	-2.8881
27.3	-3.49959	NaN	-3.49959	-3.33576	NaN	-2.88627
27.4	-3.49767	NaN	-3.49767	-3.33576	NaN	-2.88445
27.5	-3.49577	NaN	-3.49577	-3.33576	NaN	-2.88264
27.6	-3.4939	NaN	-3.4939	-3.33576	NaN	-2.88085
27.7	-3.49205	NaN	-3.49205	-3.33576	NaN	-2.87908
27.8	-3.49022	NaN	-3.49022	-3.33576	NaN	-2.87732
27.9	-3.48841	NaN	-3.48841	-3.33576	NaN	-2.87558
28	-3.48663	NaN	-3.48663	-3.33576	NaN	-2.87385
28.1	-3.48486	NaN	-3.48486	-3.33576	NaN	-2.87214
28.2	-3.48312	NaN	-3.48312	-3.33576	NaN	-2.87044
28.3	-3.48139	NaN	-3.48139	-3.33576	NaN	-2.86876
28.4	-3.47969	NaN	-3.47969	-3.33576	NaN	-2.86709
28.5	-3.47801	NaN	-3.47801	-3.33576	NaN	-2.86543
28.6	-3.47634	NaN	-3.47634	-3.33576	NaN	-2.86379
28.7	-3.4747	NaN	-3.4747	-3.33576	NaN	-2.86217
28.8	-3.47307	NaN	-3.47307	-3.33576	NaN	-2.86055
28.9	-3.47146	NaN	-3.47146	-3.33576	NaN	-2.85895
29	-3.46987	NaN	-3.46987	-3.33576	NaN	-2.85737
29.1	-3.4683	NaN	-3.4683	-3.33576	NaN	-2.85579
29.2	-3.46675	NaN	-3.46675	-3.33576	NaN	-2.85423
29.3	-3.46521	NaN	-3.46521	-3.33576	NaN	-2.85268
29.4	-3.46369	NaN	-3.46369	-3.33576	NaN	-2.85115
29.5	-3.46219	NaN	-3.46219	-3.33576	NaN	-2.84962
29.6	-3.46071	NaN	-3.46071	-3.33576	NaN	-2.84811
29.7	-3.45925	NaN	-3.45925	-3.33576	NaN	-2.84661
29.8	-3.4578	NaN	-3.4578	-3.33576	NaN	-2.84513
29.9	-3.45637	NaN	-3.45637	-3.33576	NaN	-2.84365
30	-3.45494	NaN	-3.45494	-3.33576	NaN	-2.84219
30.1	-3.45355	NaN	-3.45355	-3.33576	NaN	-2.84073
30.2	-3.45216	NaN	-3.45216	-3.33576	NaN	-2.83929
30.3	-3.45079	NaN	-3.45079	-3.33576	NaN	-2.83786
30.4	-3.44944	NaN	-3.44944	-3.33576	NaN	-2.83644
30.5	-3.4481	NaN	-3.4481	-3.33576	NaN	-2.83503
30.6	-3.44678	NaN	-3.44678	-3.33576	NaN	-2.83363
30.7	-3.44546	NaN	-3.44546	-3.33576	NaN	-2.83224
30.8	-3.44417	NaN	-3.44417	-3.33576	NaN	-2.83086
30.9	-3.44289	NaN	-3.44289	-3.33576	NaN	-2.82949
31	-3.44162	NaN	-3.44162	-3.33576	NaN	-2.82814
31.1	-3.44037	NaN	-3.44037	-3.33576	NaN	-2.82679
31.2	-3.43914	NaN	-3.43914	-3.33576	NaN	-2.82545
31.3	-3.43791	NaN	-3.43791	-3.33576	NaN	-2.82412
31.4	-3.4367	NaN	-3.4367	-3.33576	NaN	-2.8228
31.5	-3.43551	NaN	-3.43551	-3.33576	NaN	-2.82149
31.6	-3.43432	NaN	-3.43432	-3.33576	NaN	-2.8202
31.7	-3.43315	NaN	-3.43315	-3.33576	NaN	-2.8189
31.8	-3.43199	NaN	-3.43199	-3.33576	NaN	-2.81762
31.9	-3.43085	NaN	-3.43085	-3.33576	NaN	-2.81635
32	-3.42971	NaN	-3.42971	-3.33576	NaN	-2.81509
32.1	-3.42859	NaN	-3.42859	-3.33576	NaN	-2.81383
32.2	-3.42749	NaN	-3.42749	-3.33576	NaN	-2.81258
32.3	-3.42638	NaN	-3.42638	-3.33576	NaN	-2.81135
32.4	-3.4253	NaN	-3.4253	-3.33576	NaN	-2.81012
32.5	-3.42423	NaN	-3.42423	-3.33576	NaN	-2.8089
32.6	-3.42317	NaN	-3.42317	-3.33576	NaN	-2.80769
32.7	-3.42212	NaN	-3.42212	-3.33576	NaN	-2.80648
32.8	-3.42108	NaN	-3.42108	-3.33576	NaN	-2.80529
32.9	-3.42006	NaN	-3.42006	-3.33576	NaN	-2.8041
33	-3.41904	NaN	-3.41904	-3.33576	NaN	-2.80292
33.1	-3.41803	NaN	-3.41803	-3.33576	NaN	-2.80175
33.2	-3.41704	NaN	-3.41704	-3.33576	NaN	-2.80058
33.3	-3.41606	NaN	-3.41606	-3.33576	NaN	-2.79942
33.4	-3.41509	NaN	-3.41509	-3.33576	NaN	-2.79827
33.5	-3.41413	NaN	-3.41413	-3.33576	NaN	-2.79713
33.6	-3.41317	NaN	-3.41317	-3.33576	NaN	-2.796
33.7	-3.41223	NaN	-3.41223	-3.33576	NaN	-2.79487
33.8	-3.4113	NaN	-3.4113	-3.33576	NaN	-2.79375
33.9	-3.41038	NaN	-3.41038	-3.33576	NaN	-2.79263
34	-3.40947	NaN	-3.40947	-3.33576	NaN	-2.79153
34.1	-3.40856	NaN	-3.40856	-3.33576	NaN	-2.79043
34.2	-3.40767	NaN	-3.40767	-3.33576	NaN	-2.78934
34.3	-3.40678	NaN	-3.40678	-3.33576	NaN	-2.78825
34.4	-3.40592	NaN	-3.40592	-3.33576	NaN	-2.78717
34.5	-3.40505	NaN	-3.40505	-3.33576	NaN	-2.7861
34.6	-3.4042	NaN	-3.4042	-3.33576	NaN	-2.78504
34.7	-3.40335	NaN	-3.40335	-3.33576	NaN	-2.78398
34.8	-3.40251	NaN	-3.40251	-3.33576	NaN	-2.78292
34.9	-3.40169	NaN	-3.40169	-3.33576	NaN	-2.78188
35	-3.40086	NaN	-3.40086	-3.33576	NaN	-2.78083
35.1	-3.40005	NaN	-3.40005	-3.33576	NaN	-2.7798
35.2	-3.39925	NaN	-3.39925	-3.33576	NaN	-2.77877
35.3	-3.39846	NaN	-3.39846	-3.33576	NaN	-2.77775
35.4	-3.39767	NaN	-3.39767	-3.33576	NaN	-2.77674
35.5	-3.39689	NaN	-3.39689	-3.33576	NaN	-2.77573
35.6	-3.39613	NaN	-3.39613	-3.33576	NaN	-2.77472
35.7	-3.39536	NaN	-3.39536	-3.33576	NaN	-2.77372
35.8	-3.39461	NaN	-3.39461	-3.33576	NaN	-2.77273
35.9	-3.39387	NaN	-3.39387	-3.33576	NaN	-2.77174
36	-3.39313	NaN	-3.39313	-3.33576	NaN	-2.77076
36.1	-3.3924	NaN	-3.3924	-3.33576	NaN	-2.76979
36.2	-3.39168	NaN	-3.39168	-3.33576	NaN	-2.76882
36.3	-3.39096	NaN	-3.39096	-3.33576	NaN	-2.76785
36.4	-3.39026	NaN	-3.39026	-3.33576	NaN	-2.76689
36.5	-3.38956	NaN	-3.38956	-3.33576	NaN	-2.76594
36.6	-3.38887	NaN	-3.38887	-3.33576	NaN	-2.76499
36.7	-3.38818	NaN	-3.38818	-3.33576	NaN	-2.76404
36.8	-3.3875	NaN	-3.3875	-3.33576	NaN	-2.76311
36.9	-3.38683	NaN	-3.38683	-3.33576	NaN	-2.76217
37	-3.38617	NaN	-3.38617	-3.33576	NaN	-2.76124
