x	rho_sf	rho_sf_ana	rho_pin	rho_pin_ana	rho_crit
-3.9941	3.3405e-13	2.8419e-13	2.8728e-06	0.0013013	3.2357e-08
-3.9844	1.0976e-12	3.0706e-13	9.4392e-06	0.001353	1.0631e-07
-3.9746	2.3374e-12	3.3177e-13	2.0101e-05	0.0014067	2.2638e-07
-3.9648	4.0405e-12	3.5846e-13	3.4746e-05	0.0014625	3.9127e-07
-3.9551	6.2097e-12	3.8731e-13	5.3399e-05	0.0015206	6.0123e-07
-3.9453	8.8494e-12	4.1847e-13	7.6098e-05	0.001581	8.5666e-07
-3.9355	1.1963e-11	4.5214e-13	0.00010287	0.0016438	1.1578e-06
-3.9258	1.5555e-11	4.8852e-13	0.00013375	0.001709	1.505e-06
-3.916	1.963e-11	5.2783e-13	0.00016879	0.0017769	1.8988e-06
-3.9062	2.4196e-11	5.703e-13	0.00020804	0.0018474	2.3396e-06
-3.8965	2.9258e-11	6.1619e-13	0.00025155	0.0019208	2.8281e-06
-3.8867	3.4825e-11	6.6577e-13	0.00029939	0.001997	3.3648e-06
-3.877	4.0904e-11	7.1934e-13	0.00035163	0.0020763	3.9505e-06
-3.8672	4.7505e-11	7.7722e-13	0.00040835	0.0021587	4.5858e-06
-3.8574	5.4638e-11	8.3975e-13	0.00046963	0.0022444	5.2717e-06
-3.8477	6.2313e-11	9.0732e-13	0.00053555	0.0023335	6.0089e-06
-3.8379	7.0541e-11	9.8033e-13	0.00060621	0.0024261	6.7984e-06
-3.8281	7.9337e-11	1.0592e-12	0.00068173	0.0025224	7.6413e-06
-3.8184	8.8711e-11	1.1444e-12	0.0007622	0.0026225	8.5386e-06
-3.8086	9.868e-11	1.2365e-12	0.00084774	0.0027266	9.4914e-06
-3.7988	1.0926e-10	1.336e-12	0.00093848	0.0028348	1.0501e-05
-3.7891	1.2046e-10	1.4435e-12	0.0010346	0.0029472	1.1569e-05
-3.7793	1.323e-10	1.5597e-12	0.0011361	0.0030642	1.2696e-05
-3.7695	1.4481e-10	1.6852e-12	0.0012433	0.0031858	1.3884e-05
-3.7598	1.5799e-10	1.8207e-12	0.0013562	0.0033121	1.5134e-05
-3.75	1.7188e-10	1.9673e-12	0.0014751	0.0034435	1.6449e-05
-3.7402	1.8648e-10	2.1255e-12	0.0016001	0.0035801	1.7829e-05
-3.7305	2.0183e-10	2.2966e-12	0.0017313	0.0037221	1.9276e-05
-3.7207	2.1794e-10	2.4814e-12	0.0018691	0.0038698	2.0793e-05
-3.7109	2.3485e-10	2.681e-12	0.0020136	0.0040232	2.2381e-05
-3.7012	2.5258e-10	2.8967e-12	0.0021649	0.0041828	2.4043e-05
-3.6914	2.7116e-10	3.1298e-12	0.0023234	0.0043486	2.578e-05
-3.6816	2.9061e-10	3.3816e-12	0.0024892	0.004521	2.7594e-05
-3.6719	3.1096e-10	3.6537e-12	0.0026626	0.0047003	2.9489e-05
-3.6621	3.3226e-10	3.9477e-12	0.0028438	0.0048866	3.1466e-05
-3.6523	3.5453e-10	4.2654e-12	0.0030332	0.0050803	3.3528e-05
-3.6426	3.7781e-10	4.6086e-12	0.0032309	0.0052816	3.5677e-05
-3.6328	4.0213e-10	4.9794e-12	0.0034373	0.0054909	3.7917e-05
-3.623	4.2754e-10	5.3801e-12	0.0036526	0.0057085	4.025e-05
-3.6133	4.5408e-10	5.813e-12	0.0038772	0.0059347	4.268e-05
-3.6035	4.8179e-10	6.2807e-12	0.0041114	0.0061698	4.5208e-05
-3.5938	5.1071e-10	6.786e-12	0.0043556	0.0064142	4.784e-05
-3.584	5.409e-10	7.3321e-12	0.0046101	0.0066682	5.0577e-05
-3.5742	5.724e-10	7.922e-12	0.0048752	0.0069323	5.3424e-05
-3.5645	6.0526e-10	8.5594e-12	0.0051514	0.0072068	5.6384e-05
-3.5547	6.3954e-10	9.2482e-12	0.005439	0.0074921	5.9461e-05
-3.5449	6.7531e-10	9.9923e-12	0.0057385	0.0077886	6.2658e-05
-3.5352	7.1261e-10	1.0796e-11	0.0060502	0.0080969	6.5981e-05
-3.5254	7.5151e-10	1.1665e-11	0.0063748	0.0084173	6.9433e-05
-3.5156	7.9208e-10	1.2604e-11	0.0067125	0.0087503	7.3019e-05
-3.5059	8.3438e-10	1.3618e-11	0.0070639	0.0090964	7.6744e-05
-3.4961	8.785e-10	1.4713e-11	0.0074296	0.0094562	8.0611e-05
-3.4863	9.2451e-10	1.5897e-11	0.0078099	0.0098301	8.4627e-05
-3.4766	9.7248e-10	1.7176e-11	0.0082056	0.010219	8.8796e-05
-3.4668	1.0225e-09	1.8559e-11	0.008617	0.010623	9.3124e-05
-3.457	1.0747e-09	2.0052e-11	0.009045	0.011042	9.7616e-05
-3.4473	1.1291e-09	2.1665e-11	0.0094899	0.011479	0.00010228
-3.4375	1.1858e-09	2.3408e-11	0.0099526	0.011932	0.00010712
-3.4277	1.245e-09	2.5292e-11	0.010434	0.012403	0.00011214
-3.418	1.3067e-09	2.7327e-11	0.010934	0.012893	0.00011735
-3.4082	1.371e-09	2.9526e-11	0.011453	0.013402	0.00012275
-3.3984	1.4382e-09	3.1902e-11	0.011994	0.013931	0.00012836
-3.3887	1.5082e-09	3.4468e-11	0.012555	0.01448	0.00013417
-3.3789	1.5812e-09	3.7242e-11	0.013139	0.015051	0.00014021
-3.3691	1.6575e-09	4.0238e-11	0.013745	0.015645	0.00014647
-3.3594	1.737e-09	4.3476e-11	0.014375	0.016261	0.00015296
-3.3496	1.82e-09	4.6974e-11	0.01503	0.016902	0.00015969
-3.3398	1.9066e-09	5.0754e-11	0.015711	0.017568	0.00016668
-3.3301	1.997e-09	5.4838e-11	0.016417	0.01826	0.00017392
-3.3203	2.0914e-09	5.925e-11	0.017152	0.018978	0.00018143
-3.3105	2.1899e-09	6.4018e-11	0.017915	0.019725	0.00018922
-3.3008	2.2927e-09	6.9169e-11	0.018707	0.020501	0.0001973
-3.291	2.4001e-09	7.4734e-11	0.01953	0.021307	0.00020568
-3.2812	2.5123e-09	8.0747e-11	0.020386	0.022144	0.00021437
-3.2715	2.6295e-09	8.7245e-11	0.021274	0.023014	0.00022338
-3.2617	2.7519e-09	9.4265e-11	0.022196	0.023917	0.00023272
-3.252	2.8797e-09	1.0185e-10	0.023154	0.024856	0.0002424
-3.2422	3.0134e-09	1.1004e-10	0.024149	0.02583	0.00025245
-3.2324	3.153e-09	1.189e-10	0.025182	0.026843	0.00026286
-3.2227	3.299e-09	1.2847e-10	0.026254	0.027895	0.00027366
-3.2129	3.4516e-09	1.388e-10	0.027368	0.028987	0.00028485
-3.2031	3.6112e-09	1.4997e-10	0.028525	0.030121	0.00029646
-3.1934	3.778e-09	1.6204e-10	0.029725	0.031299	0.00030849
-3.1836	3.9526e-09	1.7508e-10	0.030972	0.032523	0.00032097
-3.1738	4.1352e-09	1.8916e-10	0.032265	0.033793	0.00033391
-3.1641	4.3262e-09	2.0438e-10	0.033609	0.035112	0.00034732
-3.1543	4.5261e-09	2.2083e-10	0.035003	0.036482	0.00036123
-3.1445	4.7354e-09	2.386e-10	0.03645	0.037904	0.00037565
-3.1348	4.9545e-09	2.578e-10	0.037952	0.03938	0.0003906
-3.125	5.1839e-09	2.7854e-10	0.03951	0.040912	0.0004061
-3.1152	5.4241e-09	3.0095e-10	0.041128	0.042503	0.00042216
-3.1055	5.6757e-09	3.2517e-10	0.042806	0.044154	0.00043882
-3.0957	5.9393e-09	3.5133e-10	0.044547	0.045868	0.0004561
-3.0859	6.2156e-09	3.796e-10	0.046354	0.047647	0.000474
-3.0762	6.5051e-09	4.1014e-10	0.048228	0.049493	0.00049257
-3.0664	6.8086e-09	4.4314e-10	0.050173	0.051408	0.00051182
-3.0566	7.1268e-09	4.788e-10	0.05219	0.053396	0.00053177
-3.0469	7.4606e-09	5.1732e-10	0.054282	0.055458	0.00055246
-3.0371	7.8106e-09	5.5895e-10	0.056451	0.057597	0.00057391
-3.0273	8.1779e-09	6.0392e-10	0.058701	0.059816	0.00059615
-3.0176	8.5633e-09	6.5252e-10	0.061034	0.062118	0.00061921
-3.0078	8.9678e-09	7.0502e-10	0.063453	0.064505	0.00064311
-2.998	9.3925e-09	7.6175e-10	0.065961	0.066981	0.0006679
-2.9883	9.8384e-09	8.2304e-10	0.068561	0.069548	0.00069359
-2.9785	1.0307e-08	8.8927e-10	0.071255	0.07221	0.00072023
-2.9688	1.0799e-08	9.6082e-10	0.074048	0.07497	0.00074785
-2.959	1.1316e-08	1.0381e-09	0.076942	0.077831	0.00077649
-2.9492	1.1859e-08	1.1217e-09	0.07994	0.080796	0.00080617
-2.9395	1.243e-08	1.2119e-09	0.083047	0.083868	0.00083696
-2.9297	1.3031e-08	1.3094e-09	0.086265	0.087053	0.00086887
-2.9199	1.3662e-08	1.4148e-09	0.089598	0.090352	0.00090196
-2.9102	1.4327e-08	1.5286e-09	0.09305	0.093769	0.00093626
-2.9004	1.5026e-08	1.6516e-09	0.096625	0.097309	0.00097183
-2.8906	1.5762e-08	1.7845e-09	0.10033	0.10098	0.0010087
-2.8809	1.6536e-08	1.9281e-09	0.10416	0.10477	0.0010469
-2.8711	1.7352e-08	2.0832e-09	0.10812	0.1087	0.0010866
-2.8613	1.821e-08	2.2509e-09	0.11222	0.11277	0.0011277
-2.8516	1.9115e-08	2.432e-09	0.11647	0.11698	0.0011703
-2.8418	2.0069e-08	2.6277e-09	0.12086	0.12134	0.0012145
-2.832	2.1073e-08	2.8391e-09	0.1254	0.12585	0.0012603
-2.8223	2.2132e-08	3.0675e-09	0.1301	0.13051	0.0013078
-2.8125	2.3249e-08	3.3143e-09	0.13496	0.13533	0.001357
-2.8027	2.4427e-08	3.581e-09	0.13998	0.14031	0.0014081
-2.793	2.567e-08	3.8692e-09	0.14516	0.14547	0.0014611
-2.7832	2.6981e-08	4.1805e-09	0.15052	0.15079	0.001516
-2.7734	2.8365e-08	4.5169e-09	0.15606	0.1563	0.0015729
-2.7637	2.9826e-08	4.8803e-09	0.16177	0.16198	0.0016319
-2.7539	3.1369e-08	5.273e-09	0.16768	0.16785	0.0016931
-2.7441	3.2999e-08	5.6973e-09	0.17377	0.17392	0.0017565
-2.7344	3.4721e-08	6.1557e-09	0.18006	0.18017	0.0018223
-2.7246	3.654e-08	6.651e-09	0.18654	0.18663	0.0018905
-2.7148	3.8464e-08	7.1861e-09	0.19323	0.19329	0.0019613
-2.7051	4.0497e-08	7.7644e-09	0.20012	0.20016	0.0020346
-2.6953	4.2648e-08	8.3891e-09	0.20723	0.20724	0.0021107
-2.6855	4.4922e-08	9.0641e-09	0.21455	0.21453	0.0021895
-2.6758	4.7329e-08	9.7934e-09	0.22209	0.22205	0.0022713
-2.666	4.9877e-08	1.0581e-08	0.22986	0.22979	0.0023561
-2.6562	5.2573e-08	1.1433e-08	0.23785	0.23777	0.002444
-2.6465	5.5428e-08	1.2353e-08	0.24607	0.24597	0.0025351
-2.6367	5.8452e-08	1.3347e-08	0.25452	0.25441	0.0026297
-2.627	6.1656e-08	1.4421e-08	0.26322	0.26308	0.0027277
-2.6172	6.505e-08	1.5581e-08	0.27215	0.272	0.0028293
-2.6074	6.8648e-08	1.6835e-08	0.28132	0.28116	0.0029347
-2.5977	7.2462e-08	1.8189e-08	0.29074	0.29057	0.003044
-2.5879	7.6507e-08	1.9653e-08	0.3004	0.30023	0.0031573
-2.5781	8.0796e-08	2.1234e-08	0.31031	0.31014	0.0032748
-2.5684	8.5348e-08	2.2943e-08	0.32047	0.3203	0.0033966
-2.5586	9.0177e-08	2.4789e-08	0.33088	0.33071	0.003523
-2.5488	9.5303e-08	2.6783e-08	0.34154	0.34137	0.003654
-2.5391	1.0075e-07	2.8938e-08	0.35244	0.35229	0.0037899
-2.5293	1.0652e-07	3.1267e-08	0.3636	0.36345	0.0039307
-2.5195	1.1266e-07	3.3782e-08	0.375	0.37487	0.0040768
-2.5098	1.1919e-07	3.6501e-08	0.38665	0.38654	0.0042283
-2.5	1.2612e-07	3.9438e-08	0.39854	0.39845	0.0043854
-2.4902	1.3348e-07	4.2611e-08	0.41067	0.4106	0.0045483
-2.4805	1.4132e-07	4.6039e-08	0.42304	0.42299	0.0047172
-2.4707	1.4965e-07	4.9744e-08	0.43563	0.43562	0.0048924
-2.4609	1.585e-07	5.3746e-08	0.44845	0.44848	0.005074
-2.4512	1.6793e-07	5.8071e-08	0.46149	0.46155	0.0052624
-2.4414	1.7796e-07	6.2744e-08	0.47473	0.47484	0.0054577
-2.4316	1.8864e-07	6.7792e-08	0.48818	0.48834	0.0056602
-2.4219	2e-07	7.3247e-08	0.50183	0.50203	0.0058703
-2.4121	2.1211e-07	7.914e-08	0.51565	0.51591	0.0060881
-2.4023	2.25e-07	8.5508e-08	0.52965	0.52997	0.0063139
-2.3926	2.3873e-07	9.2388e-08	0.54381	0.54419	0.0065482
-2.3828	2.5337e-07	9.9822e-08	0.55811	0.55856	0.006791
-2.373	2.6896e-07	1.0785e-07	0.57254	0.57306	0.0070429
-2.3633	2.8559e-07	1.1653e-07	0.5871	0.58769	0.0073041
-2.3535	3.0332e-07	1.2591e-07	0.60175	0.60242	0.0075749
-2.3438	3.2223e-07	1.3604e-07	0.61648	0.61723	0.0078557
-2.334	3.4239e-07	1.4699e-07	0.63128	0.63212	0.008147
-2.3242	3.6391e-07	1.5881e-07	0.64612	0.64705	0.008449
-2.3145	3.8687e-07	1.7159e-07	0.66099	0.662	0.0087621
-2.3047	4.1138e-07	1.854e-07	0.67586	0.67697	0.0090869
-2.2949	4.3755e-07	2.0032e-07	0.69071	0.69191	0.0094236
-2.2852	4.6549e-07	2.1643e-07	0.70551	0.70681	0.0097728
-2.2754	4.9533e-07	2.3385e-07	0.72025	0.72164	0.010135
-2.2656	5.272e-07	2.5266e-07	0.73489	0.73638	0.01051
-2.2559	5.6126e-07	2.7299e-07	0.7494	0.751	0.0109
-2.2461	5.9765e-07	2.9496e-07	0.76377	0.76548	0.011303
-2.2363	6.3655e-07	3.1869e-07	0.77797	0.77977	0.011722
-2.2266	6.7813e-07	3.4434e-07	0.79196	0.79386	0.012156
-2.2168	7.2259e-07	3.7204e-07	0.80572	0.80772	0.012606
-2.207	7.7014e-07	4.0198e-07	0.81922	0.82132	0.013073
-2.1973	8.21e-07	4.3432e-07	0.83242	0.83462	0.013557
-2.1875	8.7541e-07	4.6927e-07	0.84531	0.8476	0.014059
-2.1777	9.3362e-07	5.0703e-07	0.85784	0.86023	0.014579
-2.168	9.9592e-07	5.4783e-07	0.87	0.87247	0.015119
-2.1582	1.0626e-06	5.9191e-07	0.88174	0.8843	0.015678
-2.1484	1.134e-06	6.3953e-07	0.89305	0.89569	0.016258
-2.1387	1.2104e-06	6.9099e-07	0.90389	0.90661	0.016859
-2.1289	1.2923e-06	7.4659e-07	0.91424	0.91702	0.017483
-2.1191	1.38e-06	8.0666e-07	0.92407	0.92691	0.018129
-2.1094	1.4739e-06	8.7157e-07	0.93335	0.93625	0.0188
-2.0996	1.5745e-06	9.417e-07	0.94205	0.945	0.019494
-2.0898	1.6824e-06	1.0175e-06	0.95016	0.95315	0.020215
-2.0801	1.798e-06	1.0993e-06	0.95765	0.96068	0.020962
-2.0703	1.9219e-06	1.1878e-06	0.96451	0.96755	0.021736
-2.0605	2.0547e-06	1.2834e-06	0.9707	0.97376	0.022539
-2.0508	2.1971e-06	1.3866e-06	0.97621	0.97928	0.023371
-2.041	2.3499e-06	1.4982e-06	0.98104	0.9841	0.024233
-2.0312	2.5137e-06	1.6187e-06	0.98515	0.9882	0.025128
-2.0215	2.6894e-06	1.749e-06	0.98855	0.99158	0.026054
-2.0117	2.878e-06	1.8897e-06	0.99122	0.99421	0.027015
-2.002	3.0803e-06	2.0418e-06	0.99315	0.9961	0.028011
-1.9922	3.2974e-06	2.2061e-06	0.99434	0.99723	0.029043
-1.9824	3.5305e-06	2.3836e-06	0.99478	0.99761	0.030113
-1.9727	3.7806e-06	2.5754e-06	0.99447	0.99723	0.031222
-1.9629	4.0492e-06	2.7826e-06	0.99342	0.9961	0.032371
-1.9531	4.3376e-06	3.0065e-06	0.99162	0.99421	0.033562
-1.9434	4.6473e-06	3.2484e-06	0.98909	0.99158	0.034796
-1.9336	4.9799e-06	3.5098e-06	0.98583	0.9882	0.036075
-1.9238	5.3371e-06	3.7922e-06	0.98185	0.9841	0.037401
-1.9141	5.7209e-06	4.0973e-06	0.97715	0.97928	0.038774
-1.9043	6.1333e-06	4.427e-06	0.97177	0.97376	0.040197
-1.8945	6.5763e-06	4.7832e-06	0.9657	0.96755	0.041671
-1.8848	7.0525e-06	5.168e-06	0.95898	0.96068	0.043199
-1.875	7.5642e-06	5.5839e-06	0.95161	0.95315	0.044781
-1.8652	8.1143e-06	6.0332e-06	0.94362	0.945	0.046421
-1.8555	8.7057e-06	6.5186e-06	0.93503	0.93625	0.048119
-1.8457	9.3414e-06	7.0431e-06	0.92586	0.92691	0.049878
-1.8359	1.0025e-05	7.6098e-06	0.91615	0.91702	0.0517
-1.8262	1.076e-05	8.2221e-06	0.90591	0.90661	0.053586
-1.8164	1.1551e-05	8.8837e-06	0.89517	0.89569	0.05554
-1.8066	1.2401e-05	9.5985e-06	0.88396	0.8843	0.057564
-1.7969	1.3316e-05	1.0371e-05	0.87231	0.87247	0.059659
-1.7871	1.43e-05	1.1205e-05	0.86025	0.86023	0.061829
-1.7773	1.5358e-05	1.2107e-05	0.84781	0.8476	0.064074
-1.7676	1.6497e-05	1.3081e-05	0.83501	0.83462	0.0664
-1.7578	1.7723e-05	1.4134e-05	0.82189	0.82132	0.068806
-1.748	1.9042e-05	1.5271e-05	0.80847	0.80773	0.071297
-1.7383	2.0462e-05	1.65e-05	0.79479	0.79387	0.073875
-1.7285	2.199e-05	1.7827e-05	0.78087	0.77977	0.076543
-1.7188	2.3635e-05	1.9262e-05	0.76674	0.76548	0.079304
-1.709	2.5406e-05	2.0811e-05	0.75243	0.751	0.08216
-1.6992	2.7313e-05	2.2486e-05	0.73797	0.73638	0.085115
-1.6895	2.9365e-05	2.4295e-05	0.72339	0.72164	0.088171
-1.6797	3.1576e-05	2.625e-05	0.70871	0.70681	0.091332
-1.6699	3.3956e-05	2.8362e-05	0.69396	0.69191	0.094601
-1.6602	3.652e-05	3.0644e-05	0.67916	0.67697	0.097981
-1.6504	3.9281e-05	3.311e-05	0.66433	0.66201	0.10148
-1.6406	4.2256e-05	3.5774e-05	0.6495	0.64705	0.10509
-1.6309	4.546e-05	3.8653e-05	0.6347	0.63212	0.10882
-1.6211	4.8911e-05	4.1763e-05	0.61993	0.61724	0.11268
-1.6113	5.263e-05	4.5123e-05	0.60523	0.60242	0.11667
-1.6016	5.6636e-05	4.8754e-05	0.59061	0.58769	0.12079
-1.5918	6.0953e-05	5.2676e-05	0.57608	0.57307	0.12504
-1.582	6.5605e-05	5.6915e-05	0.56167	0.55856	0.12943
-1.5723	7.0618e-05	6.1494e-05	0.54739	0.54419	0.13397
-1.5625	7.6021e-05	6.6442e-05	0.53325	0.52997	0.13865
-1.5527	8.1844e-05	7.1788e-05	0.51927	0.51592	0.14349
-1.543	8.812e-05	7.7565e-05	0.50546	0.50204	0.14847
-1.5332	9.4885e-05	8.3806e-05	0.49183	0.48834	0.15362
-1.5234	0.00010218	9.0549e-05	0.47839	0.47485	0.15893
-1.5137	0.00011004	9.7834e-05	0.46515	0.46155	0.1644
-1.5039	0.00011851	0.00010571	0.45213	0.44848	0.17004
-1.4941	0.00012765	0.00011421	0.43931	0.43562	0.17586
-1.4844	0.0001375	0.0001234	0.42672	0.423	0.18185
-1.4746	0.00014813	0.00013333	0.41436	0.41061	0.18803
-1.4648	0.00015958	0.00014406	0.40223	0.39845	0.19439
-1.4551	0.00017194	0.00015565	0.39034	0.38654	0.20094
-1.4453	0.00018526	0.00016817	0.37869	0.37488	0.20768
-1.4355	0.00019962	0.0001817	0.36729	0.36346	0.21461
-1.4258	0.00021512	0.00019632	0.35613	0.35229	0.22175
-1.416	0.00023183	0.00021212	0.34522	0.34138	0.22908
-1.4062	0.00024986	0.00022919	0.33456	0.33071	0.23662
-1.3965	0.0002693	0.00024763	0.32414	0.3203	0.24437
-1.3867	0.00029028	0.00026755	0.31398	0.31014	0.25233
-1.377	0.00031291	0.00028908	0.30406	0.30024	0.2605
-1.3672	0.00033732	0.00031234	0.29439	0.29058	0.26889
-1.3574	0.00036365	0.00033747	0.28497	0.28117	0.2775
-1.3477	0.00039207	0.00036462	0.27579	0.27201	0.28633
-1.3379	0.00042272	0.00039396	0.26685	0.26309	0.29537
-1.3281	0.0004558	0.00042566	0.25815	0.25441	0.30464
-1.3184	0.00049149	0.0004599	0.24968	0.24598	0.31414
-1.3086	0.00053	0.00049691	0.24145	0.23777	0.32385
-1.2988	0.00057156	0.00053689	0.23345	0.2298	0.33379
-1.2891	0.00061641	0.00058008	0.22568	0.22206	0.34396
-1.2793	0.0006648	0.00062675	0.21813	0.21454	0.35435
-1.2695	0.00071703	0.00067718	0.2108	0.20725	0.36496
-1.2598	0.0007734	0.00073166	0.20368	0.20017	0.37579
-1.25	0.00083424	0.00079053	0.19678	0.1933	0.38683
-1.2402	0.0008999	0.00085413	0.19008	0.18664	0.3981
-1.2305	0.00097077	0.00092285	0.18358	0.18018	0.40957
-1.2207	0.0010473	0.00099709	0.17729	0.17393	0.42125
-1.2109	0.0011298	0.0010773	0.17119	0.16787	0.43314
-1.2012	0.001219	0.001164	0.16527	0.162	0.44522
-1.1914	0.0013152	0.0012576	0.15955	0.15631	0.45749
-1.1816	0.001419	0.0013588	0.154	0.15081	0.46995
-1.1719	0.0015311	0.0014681	0.14863	0.14548	0.48258
-1.1621	0.0016521	0.0015862	0.14343	0.14033	0.49538
-1.1523	0.0017828	0.0017138	0.13841	0.13534	0.50834
-1.1426	0.0019238	0.0018517	0.13354	0.13052	0.52145
-1.1328	0.0020761	0.0020006	0.12883	0.12586	0.5347
-1.123	0.0022405	0.0021616	0.12428	0.12135	0.54807
-1.1133	0.002418	0.0023354	0.11988	0.117	0.56156
-1.1035	0.0026097	0.0025233	0.11563	0.11279	0.57514
-1.0938	0.0028166	0.0027263	0.11151	0.10872	0.58881
-1.084	0.00304	0.0029455	0.10754	0.10479	0.60255
-1.0742	0.0032812	0.0031825	0.1037	0.101	0.61634
-1.0645	0.0035416	0.0034384	0.09999	0.09733	0.63017
